epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,446.856,0.9348,3.46968,1.06293,0.1411,0.52689,0.13733,0.10319,0.92926,5.35348,1.04459,0.000175284,0.000175284,0.000175284
